3.753000000000000225e-01,3.537500000000000089e-01,1.826499999999999790e-01,9.381250000000003475e-02,4.964374999999999344e-02,2.812187500000000451e-02
7.147000000000000020e-01,6.876499999999998725e-01,3.644249999999999989e-01,1.855249999999999955e-01,9.576875000000001359e-02,5.204999999999999905e-02
9.523000000000001464e-01,1.013549999999999951e+00,5.424500000000000988e-01,2.768875000000000086e-01,1.425124999999999864e-01,7.583437500000000941e-02
1.223799999999999999e+00,1.361949999999999994e+00,7.236750000000000682e-01,3.694249999999999479e-01,1.898187500000000361e-01,1.008031249999999934e-01
1.607299999999999951e+00,1.656150000000000011e+00,9.055249999999999133e-01,4.619125000000001147e-01,2.370562500000000239e-01,1.253062500000000079e-01
1.555399999999999894e+00,1.662100000000000133e+00,8.992250000000001631e-01,4.620499999999999607e-01,2.372687500000000005e-01,1.252093749999999839e-01
1.605400000000000160e+00,1.698150000000000270e+00,9.057749999999999968e-01,4.618124999999999591e-01,2.370062499999999739e-01,1.254343749999999869e-01
1.524299999999999544e+00,1.673499999999999988e+00,9.098749999999999893e-01,4.621999999999999997e-01,2.372625000000000151e-01,1.251093749999999949e-01
1.448899999999999855e+00,1.675800000000000178e+00,9.086500000000000687e-01,4.621499999999999497e-01,2.370687499999999948e-01,1.258749999999999869e-01
1.656299999999999883e+00,1.555099999999999705e+00,8.988749999999999796e-01,4.619750000000000245e-01,2.371624999999999428e-01,1.260749999999999926e-01
